package,ondiskversion,loadedversion,path,loadedpath,attached,is_base,date,source,md5ok,library
knitr,1.31,1.31,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/knitr,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/knitr,FALSE,FALSE,2021-01-27,CRAN (R 4.0.4),NA,/home/derek/R/x86_64-pc-linux-gnu-library/4.0
labeling,0.4.2,0.4.2,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/labeling,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/labeling,FALSE,FALSE,2020-10-20,CRAN (R 4.0.4),NA,/home/derek/R/x86_64-pc-linux-gnu-library/4.0
lattice,0.20.41,0.20-41,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/lattice,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/lattice,FALSE,FALSE,2020-04-02,CRAN (R 4.0.4),NA,/home/derek/R/x86_64-pc-linux-gnu-library/4.0
lifecycle,1.0.0,1.0.0,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/lifecycle,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/lifecycle,FALSE,FALSE,2021-02-15,CRAN (R 4.0.4),NA,/home/derek/R/x86_64-pc-linux-gnu-library/4.0
lme4,1.1.26,1.1-26,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/lme4,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/lme4,TRUE,FALSE,2020-12-01,CRAN (R 4.0.4),NA,/home/derek/R/x86_64-pc-linux-gnu-library/4.0
lubridate,1.7.10,1.7.10,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/lubridate,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/lubridate,FALSE,FALSE,2021-02-26,CRAN (R 4.0.4),NA,/home/derek/R/x86_64-pc-linux-gnu-library/4.0
magrittr,2.0.1,2.0.1,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/magrittr,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/magrittr,FALSE,FALSE,2020-11-17,CRAN (R 4.0.4),NA,/home/derek/R/x86_64-pc-linux-gnu-library/4.0
MASS,7.3.53.1,7.3-53.1,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/MASS,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/MASS,FALSE,FALSE,2021-02-12,CRAN (R 4.0.4),NA,/home/derek/R/x86_64-pc-linux-gnu-library/4.0
Matrix,1.3.2,1.3-2,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/Matrix,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/Matrix,TRUE,FALSE,2021-01-06,CRAN (R 4.0.4),NA,/home/derek/R/x86_64-pc-linux-gnu-library/4.0
memoise,2.0.0,2.0.0,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/memoise,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/memoise,FALSE,FALSE,2021-01-26,CRAN (R 4.0.4),NA,/home/derek/R/x86_64-pc-linux-gnu-library/4.0
minqa,1.2.4,1.2.4,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/minqa,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/minqa,FALSE,FALSE,2014-10-09,CRAN (R 4.0.4),NA,/home/derek/R/x86_64-pc-linux-gnu-library/4.0
modelr,0.1.8,0.1.8,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/modelr,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/modelr,FALSE,FALSE,2020-05-19,CRAN (R 4.0.4),NA,/home/derek/R/x86_64-pc-linux-gnu-library/4.0
multcomp,1.4.16,1.4-16,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/multcomp,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/multcomp,FALSE,FALSE,2021-02-08,CRAN (R 4.0.5),NA,/home/derek/R/x86_64-pc-linux-gnu-library/4.0
MuMIn,1.43.17,1.43.17,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/MuMIn,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/MuMIn,TRUE,FALSE,2020-04-15,CRAN (R 4.0.4),NA,/home/derek/R/x86_64-pc-linux-gnu-library/4.0
munsell,0.5.0,0.5.0,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/munsell,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/munsell,FALSE,FALSE,2018-06-12,CRAN (R 4.0.4),NA,/home/derek/R/x86_64-pc-linux-gnu-library/4.0
mvtnorm,1.1.1,1.1-1,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/mvtnorm,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/mvtnorm,FALSE,FALSE,2020-06-09,CRAN (R 4.0.4),NA,/home/derek/R/x86_64-pc-linux-gnu-library/4.0
nlme,3.1.152,3.1-152,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/nlme,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/nlme,FALSE,FALSE,2021-02-04,CRAN (R 4.0.4),NA,/home/derek/R/x86_64-pc-linux-gnu-library/4.0
nloptr,1.2.2.2,1.2.2.2,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/nloptr,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/nloptr,FALSE,FALSE,2020-07-02,CRAN (R 4.0.4),NA,/home/derek/R/x86_64-pc-linux-gnu-library/4.0
parameters,0.12.0,0.12.0,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/parameters,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/parameters,FALSE,FALSE,2021-02-21,CRAN (R 4.0.4),NA,/home/derek/R/x86_64-pc-linux-gnu-library/4.0
performance,0.7.0,0.7.0,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/performance,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/performance,FALSE,FALSE,2021-02-03,CRAN (R 4.0.4),NA,/home/derek/R/x86_64-pc-linux-gnu-library/4.0
pillar,1.5.1,1.5.1,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/pillar,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/pillar,FALSE,FALSE,2021-03-05,CRAN (R 4.0.4),NA,/home/derek/R/x86_64-pc-linux-gnu-library/4.0
pkgbuild,1.2.0,1.2.0,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/pkgbuild,/home/derek/R/x86_64-pc-linux-gnu-library/4.0/pkgbuild,FALSE,FALSE,2020-12-15,CRAN (R 4.0.4),NA,/home/derek/R/x86_64-pc-linux-gnu-library/4.0
